DESPACHO CIFRADO;OPERACION;DESTINACION;REGIMEN;OFICIALIZACION;CANCELACION;AÑO;MES;ADUANA;COTIZACION;MEDIO TRANSPORTE;CANAL;ITEM;PAIS ORIGEN;PAIS PROCEDENCIA/DESTINO;USO;UNIDAD MEDIDA ESTADISTICA;CANTIDAD ESTADISTICA;KILO NETO;KILO BRUTO;FOB DOLAR;FLETE DOLAR;SEGURO DOLAR;IMPONIBLE DOLAR;IMPONIBLE GS;AJUSTE A INCLUIR;AJUSTE A DEDUCIR;POSICION;RUBRO;DESC CAPITULO;DESC POSICION;DESC PARTIDA;MERCADERIA;MARCA ITEM;ACUERDO;DERECHO;ISC;SERVICIO;RENTA;IVA;OTROS;TOTAL
"24DA000000555941";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"ENCARNACION";7798.04;"CAMION";"R";2;"JAPON";"CHILE";"USADO";"UNIDAD";1;1550;1550;3016;220.48;30;3266.48;25472141.6992;0;0;"8703.23.90.900X";"VEHICULOS";"CAPITULO 87 VEHICULOS AUTOMOVILES, TRACTORES, CICLOS Y DEMAS  VEHICULOS TERRESTRES, SUS PARTES Y ACCESORIOS";"CAPITULO 87 VEHICULOS AUTOMOVILES, TRACTORES, CICLOS Y DEMAS  VEHICULOS TERRESTRES, SUS PARTES Y ACCESORIOS  AUTOMOVILES PARA TURISMO Y DEMAS VEHICULOS AUTOMOVILES CONCEBIDOS PRINCIPALMENTE PARA EL TRANSPORTE DE PERSONAS (EXCEPTO LOS DE LA PARTIDA 87.02), INCLUIDOS LOS DEL TIPO FAMILIAR (\"BREAK\" O \"STATION WAGON\") Y LOS DE CARRERAS. -Los dem¿s veh¿culos con motor de ¿mbolo (pist¿n)\n alternativo, de encendido por chispa:\n  -Los dem¿s veh¿culos con motor de ¿mbolo (pist¿n)\n alternativo, de encendido por chispa:\n --De cilindrada superior a 1.500 cm3. pero\n  inferior o igual a 3.000 cm3.\n     Los dem¿s        Los dem¿s";"AUTOMOVILES PARA TURISMO Y DEMAS VEHICULOS AUTOMOVILES CONCEBIDOS PRINCIPALMENTE PARA EL TRANSPORTE DE PERSONAS (EXCEPTO LOS DE LA PARTIDA 87.02), INCLUIDOS LOS DEL TIPO FAMILIAR (\"BREAK\" O \"STATION WAGON\") Y LOS DE CARRERAS. -Los dem¿s veh¿culos con motor de ¿mbolo (pist¿n)\n alternativo, de encendido por chispa:\n";"1 UND STATION WAGON MODELO NOAH A¿O 2005 COLOR PLATEADO";"TOYOTA";"SIN ACUERDO";3820821;0;127361;0;2942032;117681;7007895
"24DA000000555941";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"ENCARNACION";7798.04;"CAMION";"R";9;"JAPON";"CHILE";"USADO";"UNIDAD";1;1560;1560;4137;304.78;41;4482.78;34956897.7512;0;0;"8703.23.90.900X";"VEHICULOS";"CAPITULO 87 VEHICULOS AUTOMOVILES, TRACTORES, CICLOS Y DEMAS  VEHICULOS TERRESTRES, SUS PARTES Y ACCESORIOS";"CAPITULO 87 VEHICULOS AUTOMOVILES, TRACTORES, CICLOS Y DEMAS  VEHICULOS TERRESTRES, SUS PARTES Y ACCESORIOS  AUTOMOVILES PARA TURISMO Y DEMAS VEHICULOS AUTOMOVILES CONCEBIDOS PRINCIPALMENTE PARA EL TRANSPORTE DE PERSONAS (EXCEPTO LOS DE LA PARTIDA 87.02), INCLUIDOS LOS DEL TIPO FAMILIAR (\"BREAK\" O \"STATION WAGON\") Y LOS DE CARRERAS. -Los dem¿s veh¿culos con motor de ¿mbolo (pist¿n)\n alternativo, de encendido por chispa:\n  -Los dem¿s veh¿culos con motor de ¿mbolo (pist¿n)\n alternativo, de encendido por chispa:\n --De cilindrada superior a 1.500 cm3. pero\n  inferior o igual a 3.000 cm3.\n     Los dem¿s        Los dem¿s";"AUTOMOVILES PARA TURISMO Y DEMAS VEHICULOS AUTOMOVILES CONCEBIDOS PRINCIPALMENTE PARA EL TRANSPORTE DE PERSONAS (EXCEPTO LOS DE LA PARTIDA 87.02), INCLUIDOS LOS DEL TIPO FAMILIAR (\"BREAK\" O \"STATION WAGON\") Y LOS DE CARRERAS. -Los dem¿s veh¿culos con motor de ¿mbolo (pist¿n)\n alternativo, de encendido por chispa:\n";"1 UND STATION WAGON MODELO NOAH A¿O 2008 COLOR PLATEADO";"TOYOTA";"SIN ACUERDO";5243535;0;174784;0;4037522;161501;9617342
"24DA000000555941";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"ENCARNACION";7798.04;"CAMION";"R";1;"JAPON";"CHILE";"USADO";"UNIDAD";1;1170;1170;1985;194.54;20;2199.54;17152100.9016;0;0;"8703.23.10.900U";"VEHICULOS";"CAPITULO 87 VEHICULOS AUTOMOVILES, TRACTORES, CICLOS Y DEMAS  VEHICULOS TERRESTRES, SUS PARTES Y ACCESORIOS";"CAPITULO 87 VEHICULOS AUTOMOVILES, TRACTORES, CICLOS Y DEMAS  VEHICULOS TERRESTRES, SUS PARTES Y ACCESORIOS  AUTOMOVILES PARA TURISMO Y DEMAS VEHICULOS AUTOMOVILES CONCEBIDOS PRINCIPALMENTE PARA EL TRANSPORTE DE PERSONAS (EXCEPTO LOS DE LA PARTIDA 87.02), INCLUIDOS LOS DEL TIPO FAMILIAR (\"BREAK\" O \"STATION WAGON\") Y LOS DE CARRERAS. -Los dem¿s veh¿culos con motor de ¿mbolo (pist¿n)\n alternativo, de encendido por chispa:\n  -Los dem¿s veh¿culos con motor de ¿mbolo (pist¿n)\n alternativo, de encendido por chispa:\n --De cilindrada superior a 1.500 cm3. pero\n  inferior o igual a 3.000 cm3.\n     Con capacidad para el transporte de personas sentadas inferior o igual a 6, incluido el conductor        Los dem¿s";"AUTOMOVILES PARA TURISMO Y DEMAS VEHICULOS AUTOMOVILES CONCEBIDOS PRINCIPALMENTE PARA EL TRANSPORTE DE PERSONAS (EXCEPTO LOS DE LA PARTIDA 87.02), INCLUIDOS LOS DEL TIPO FAMILIAR (\"BREAK\" O \"STATION WAGON\") Y LOS DE CARRERAS. -Los dem¿s veh¿culos con motor de ¿mbolo (pist¿n)\n alternativo, de encendido por chispa:\n";"1 UND AUTOMOVIL MODELO ALLION A¿O 2004 COLOR PERLA";"TOYOTA";"SIN ACUERDO";2572815;0;85761;0;1981068;79243;4718887
"24DA000000555942";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"AEROP. PETTIROSSI";7798.04;"AVION";"R";2;"CHINA";"ESTADOS UNIDOS DE AMERICA";"NUEVO";"UNIDAD";48;20;20;235.2;27.72;2.35;265.27;2068586.07;0;0;"8504.40.10.000T";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPROD";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  TRANSFORMADORES ELECTRICOS, CONVERTIDORES ELECTRICOS ESTATICOS (POR EJEMPLO:\nRECTIFICADORES), BOBINAS DE REACTANCIAS (DE\nAUTOINDUCCION).    -Convertidores est¿ticos.     Cargadores de acumuladores     Cargadores de acumuladores.";"TRANSFORMADORES ELECTRICOS, CONVERTIDORES ELECTRICOS ESTATICOS (POR EJEMPLO:\nRECTIFICADORES), BOBINAS DE REACTANCIAS (DE\nAUTOINDUCCION). ";"CARGADORES DE ACUMULADORES EN: 48 UND DE CHARGING DOCK";"VGR";"SIN ACUERDO";124115;0;10343;22030;27538;0;184026
"24DA000000555942";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"AEROP. PETTIROSSI";7798.04;"AVION";"R";1;"CHINA";"ESTADOS UNIDOS DE AMERICA";"NUEVO";"UNIDAD";348;512;512;20748;2445.62;207.48;23401.1;182482713.84;0;0;"8510.20.00.000B";"BIENES DE CAPITAL";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  AFEITADORAS,M¿QUINAS DE CORTAR EL PELO O ESQUILAR Y APARATOS DE DEPILAR,CON MOTOR EL¿CTRICO INCORPORADO.        -M¿quinas de cortar el pelo o de esquilar";"AFEITADORAS,M¿QUINAS DE CORTAR EL PELO O ESQUILAR Y APARATOS DE DEPILAR,CON MOTOR EL¿CTRICO INCORPORADO. ";"348 UND DE MAQUINAS DE CORTAR EL PELO DETALLADAS EN SUBITEM";"";"SIN ACUERDO";0;1833951;912414;0;18522908;2574867;22010189
"24DA000000555942";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"AEROP. PETTIROSSI";7798.04;"AVION";"R";3;"CHINA";"ESTADOS UNIDOS DE AMERICA";"NUEVO";"UNIDAD";1507;220;220;1657.7;195.4;16.58;1869.68;14579839.43;0;0;"8507.60.00.000R";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPROD";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  ACUMULADORES ELECTRICOS, INCLUIDOS SUS\nSEPARADORES, AUNQUE SEAN CUADRADOS O RECTANGULARES.        - De i¿n de litio\r\n";"ACUMULADORES ELECTRICOS, INCLUIDOS SUS\nSEPARADORES, AUNQUE SEAN CUADRADOS O RECTANGULARES. ";"ACUMULADORES ELECTRICOS DE IONES DE LITIO EN :1507 UND DE BATERIAS PARA CELULARES";"S-M";"SIN ACUERDO";874790;0;72899;155275;194094;0;1297058
"24DA000000555942";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"AEROP. PETTIROSSI";7798.04;"AVION";"R";4;"CHINA";"ESTADOS UNIDOS DE AMERICA";"NUEVO";"UNIDAD";60;230;230;9017;1062.86;90.17;10170.03;79306300.74;0;0;"8518.21.00.000L";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPROD";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  MICR¿FONOS Y SUS SOPORTES; ALTAVOCES (ALTOPARLANTES), INCLUSO  MONTADOS EN SUS CAJAS; AURICULARES, INCLUIDOS LOS DE CASCO, INCLUSO COMBINADOS CON MICR¿FONO, Y JUEGOS O CONJUNTOS CONSTITUIDOS POR UN MICR¿FONO Y UNO O VARIOS ALTAVOCES (ALTOPARLANTES); AMPLIFICADORES EL¿CTRICOS DE AUDIOFRECUENCIA; EQUIPOS EL¿CTRICOS PARA AMPLIFICACI¿N DE SONIDO. -Altavoces (altoparlantes), incluso montados en\n sus cajas  -Altavoces (altoparlantes), incluso montados en\n sus cajas   --Altavoz (altoparlante) unico montado en su caja  --Altavoz (altoparlante) ¿nico montado en su \n  caja.";"MICR¿FONOS Y SUS SOPORTES; ALTAVOCES (ALTOPARLANTES), INCLUSO  MONTADOS EN SUS CAJAS; AURICULARES, INCLUIDOS LOS DE CASCO, INCLUSO COMBINADOS CON MICR¿FONO, Y JUEGOS O CONJUNTOS CONSTITUIDOS POR UN MICR¿FONO Y UNO O VARIOS ALTAVOCES (ALTOPARLANTES); AMPLIFICADORES EL¿CTRICOS DE AUDIOFRECUENCIA; EQUIPOS EL¿CTRICOS PARA AMPLIFICACI¿N DE SONIDO. -Altavoces (altoparlantes), incluso montados en\n sus cajas";"PARLANTES DETALLADOS EN SUBITEMS";"";"SIN ACUERDO";4758378;844612;396532;853058;1066323;844612;7918903
"24DA000000555943";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"28/11/2024";"02/12/2024";"2024";"DICIEMBRE";"SANTA HELENA";7811.63;"CAMION";"V";1;"PARAGUAY";"BRASIL";"NUEVO";"KILOGRAMO";5000000;33120;33120;5398.56;529.92;0;5925.95;46291350.39;0;0;"1005.90.10.000N";"CEREALES (TRIGO, ARROZ, MAIZ Y SORGO)";"CAPITULO 10  CEREALES";"CAPITULO 10  CEREALES  MAIZ.    -Los dem¿s.       En grano";"MAIZ. ";"MAIZ PARAGUAYO AMARILLO EN GRANOS A GRANEL, SAFRA: 2024.-";"SIN MARCA";"MERCOSUR";0;0;0;0;0;0;0
"24DA000000555944";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"CIUDAD DEL ESTE";7798.04;"CAMION";"V";6;"BRASIL";"BRASIL";"NUEVO";"UNIDAD";5355;601.82;624.392;7207.6;55.27;10.89;7273.76;56721059.83;0;0;"6104.42.00.000N";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  TRAJES SASTRE, CONJUNTOS, CHAQUETAS (SACOS), \nVESTIDOS, FALDAS, FALDAS PANTALON, PANTALONES LARGOS, PANTALONES CON PETO Y PANTALONES CORTOS \n(CALZONES) Y \"SHORTS\"(EXCEPTO DE BA¿O), DE PUNTO, PARA MUJERES O NI¿AS. -Vestidos:  -Vestidos:     --De algod¿n.";"TRAJES SASTRE, CONJUNTOS, CHAQUETAS (SACOS), \nVESTIDOS, FALDAS, FALDAS PANTALON, PANTALONES LARGOS, PANTALONES CON PETO Y PANTALONES CORTOS \n(CALZONES) Y \"SHORTS\"(EXCEPTO DE BA¿O), DE PUNTO, PARA MUJERES O NI¿AS. -Vestidos:";"VESTIDOS, DETALLADOS EN LA SUB ITEM";"";"MERCOSUR";0;0;283605;0;5700467;228019;6212091
"24DA000000555944";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"CIUDAD DEL ESTE";7798.04;"CAMION";"V";15;"BRASIL";"BRASIL";"NUEVO";"UNIDAD";1611;181.05;187.842;4009.96;30.75;6.06;4046.77;31556865.1;0;0;"6103.22.00.000R";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  TRAJES (AMBOS O TERNOS), CONJUNTOS, CHAQUETAS (SACOS), PANTALONES LARGOS, PANTALONES CON PETO,  PANTALONES CORTOS(CALZONES) Y \"SHORTS\" (EXCEPTO  DE BA¿O), DE PUNTO, PARA HOMBRES O NI¿OS. -Conjuntos:  -Conjuntos:     --De algod¿n.";"TRAJES (AMBOS O TERNOS), CONJUNTOS, CHAQUETAS (SACOS), PANTALONES LARGOS, PANTALONES CON PETO,  PANTALONES CORTOS(CALZONES) Y \"SHORTS\" (EXCEPTO  DE BA¿O), DE PUNTO, PARA HOMBRES O NI¿OS. -Conjuntos:";"294-CONJUNTO PANTALON Y CAMISETA MASC. INF- 100% ALGODON -TAMA¿O 1/2/3, 654-CONJUNTO PANTALON Y CAMISETA MASC. INF. - 100% ALGODON -TAMA¿O 4A10, 663-UND CONJUNTO PAMTALON  Y CAMISETA JUVENIL ALG";"ISENSEE";"MERCOSUR";0;0;157784;0;3171465;126859;3456108
"24DA000000555944";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"02/12/2024";"02/12/2024";"2024";"DICIEMBRE";"CIUDAD DEL ESTE";7798.04;"CAMION";"V";19;"BRASIL";"BRASIL";"NUEVO";"UNIDAD";6910;776.58;874.299;11657.94;89.4;17.62;11764.96;91743619.68;0;0;"6104.69.00.000A";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO";"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  TRAJES SASTRE, CONJUNTOS, CHAQUETAS (SACOS), \nVESTIDOS, FALDAS, FALDAS PANTALON, PANTALONES LARGOS, PANTALONES CON PETO Y PANTALONES CORTOS \n(CALZONES) Y \"SHORTS\"(EXCEPTO DE BA¿O), DE PUNTO, PARA MUJERES O NI¿AS. -Pantalones largos, pantalones con peto y pantalones cortos(calzones) y \"shorts\":  -Pantalones largos, pantalones con peto y pantalones cortos(calzones) y \"shorts\":     --De las dem¿s materias textiles.";"TRAJES SASTRE, CONJUNTOS, CHAQUETAS (SACOS), \nVESTIDOS, FALDAS, FALDAS PANTALON, PANTALONES LARGOS, PANTALONES CON PETO Y PANTALONES CORTOS \n(CALZONES) Y \"SHORTS\"(EXCEPTO DE BA¿O), DE PUNTO, PARA MUJERES O NI¿AS. -Pantalones largos, pantalones con peto y pantalones cortos(calzones) y \"shorts\":";"6.910-UND PANTALON WIDE LEG MOLETON TAM 1/2/3/4/6/8/10/12/14/16 FEM SURTIDA 50% ALG 50% POL";"MUNDO MANIA";"MERCOSUR";0;0;458718;0;9220234;368809;10047761
